Datetime,Episode,Validation_Score
2023-10-07 22:25:58,1290,2971
2023-10-07 22:26:01,1300,2979
2023-10-07 22:26:04,1310,2979
2023-10-07 22:26:07,1320,2979
2023-10-07 22:26:10,1330,2979
2023-10-07 22:26:13,1340,2979
2023-10-07 22:26:16,1350,2979
2023-10-07 22:26:18,1360,2979
2023-10-07 22:26:21,1370,2979
2023-10-07 22:26:24,1380,2979
2023-10-07 22:26:26,1390,2979
2023-10-07 22:26:29,1400,2979
2023-10-07 22:26:31,1410,2979
2023-10-07 22:26:34,1420,2979
2023-10-07 22:26:36,1430,2979
2023-10-07 22:26:39,1440,2979
2023-10-07 22:26:42,1450,2979
2023-10-07 22:26:44,1460,2979
2023-10-07 22:26:47,1470,2979
2023-10-07 22:26:50,1480,2971
2023-10-07 22:26:52,1490,2971
2023-10-07 22:26:55,1500,2965
2023-10-07 22:26:58,1510,2965
2023-10-07 22:27:00,1520,2957
2023-10-07 22:27:03,1530,2965
2023-10-07 22:27:05,1540,2965
2023-10-07 22:27:08,1550,2961
2023-10-07 22:27:11,1560,2987
2023-10-07 22:27:13,1570,2975
2023-10-07 22:27:16,1580,2949
2023-10-07 22:27:19,1590,2949
2023-10-07 22:27:21,1600,2971
2023-10-07 22:27:24,1610,2971
2023-10-07 22:27:26,1620,2979
2023-10-07 22:27:29,1630,2979
2023-10-07 22:27:32,1640,2971
2023-10-07 22:27:35,1650,2971
2023-10-07 22:27:37,1660,2971
2023-10-07 22:27:40,1670,2957
2023-10-07 22:27:43,1680,2957
2023-10-07 22:27:46,1690,2979
2023-10-07 22:27:48,1700,2979
2023-10-07 22:27:51,1710,2971
2023-10-07 22:27:54,1720,2965
2023-10-07 22:27:56,1730,2965
2023-10-07 22:27:59,1740,2965
2023-10-07 22:28:02,1750,2965
2023-10-07 22:28:05,1760,2965
2023-10-07 22:28:07,1770,2979
2023-10-07 22:28:10,1780,2979
2023-10-07 22:28:13,1790,2979
2023-10-07 22:28:15,1800,2965
2023-10-07 22:28:18,1810,2983
2023-10-07 22:28:20,1820,2965
2023-10-07 22:28:23,1830,2965
2023-10-07 22:28:25,1840,2965
2023-10-07 22:28:28,1850,2965
2023-10-07 22:28:31,1860,2957
2023-10-07 22:28:33,1870,2979
2023-10-07 22:28:36,1880,2979
2023-10-07 22:28:38,1890,2979
2023-10-07 22:28:41,1900,2957
2023-10-07 22:28:44,1910,2957
2023-10-07 22:28:46,1920,2965
2023-10-07 22:28:49,1930,2965
2023-10-07 22:28:52,1940,2983
2023-10-07 22:28:56,1950,2979
2023-10-07 22:28:58,1960,2979
2023-10-07 22:29:01,1970,2979
2023-10-07 22:29:03,1980,2979
2023-10-07 22:29:06,1990,2979
2023-10-07 22:29:09,2000,2979
2023-10-07 22:29:11,2010,2965
2023-10-07 22:29:14,2020,2931
2023-10-07 22:29:17,2030,2965
2023-10-07 22:29:20,2040,2965
2023-10-07 22:29:22,2050,2949
2023-10-07 22:29:25,2060,2931
2023-10-07 22:29:28,2070,2965
2023-10-07 22:29:30,2080,2965
2023-10-07 22:29:33,2090,2943
2023-10-07 22:29:36,2100,2869
2023-10-07 22:29:38,2110,2891
2023-10-07 22:29:41,2120,2929
2023-10-07 22:29:43,2130,2919
2023-10-07 22:29:46,2140,2887
2023-10-07 22:29:49,2150,2869
2023-10-07 22:29:51,2160,2919
2023-10-07 22:29:54,2170,2897
2023-10-07 22:29:56,2180,2915
2023-10-07 22:29:59,2190,2915
2023-10-07 22:30:01,2200,2901
2023-10-07 22:30:04,2210,2881
2023-10-07 22:30:07,2220,2891
2023-10-07 22:30:09,2230,2901
2023-10-07 22:30:12,2240,2957
2023-10-07 22:30:14,2250,2965
2023-10-07 22:30:17,2260,2955
2023-10-07 22:30:19,2270,2961
2023-10-07 22:30:22,2280,2961
2023-10-07 22:30:24,2290,2965
2023-10-07 22:30:27,2300,2965
2023-10-07 22:30:30,2310,2953
2023-10-07 22:30:32,2320,2961
2023-10-07 22:30:35,2330,2961
2023-10-07 22:30:37,2340,2943
2023-10-07 22:30:40,2350,2943
2023-10-07 22:30:42,2360,2943
2023-10-07 22:30:45,2370,2953
2023-10-07 22:30:48,2380,2953
2023-10-07 22:30:50,2390,2953
2023-10-07 22:30:53,2400,2953
2023-10-07 22:30:55,2410,2943
2023-10-07 22:30:58,2420,2965
2023-10-07 22:31:01,2430,2953
2023-10-07 22:31:03,2440,2961
2023-10-07 22:31:06,2450,2965
2023-10-07 22:31:08,2460,2943
2023-10-07 22:31:11,2470,2965
2023-10-07 22:31:13,2480,2961
2023-10-07 22:31:16,2490,2961
2023-10-07 22:31:19,2500,2931
2023-10-07 22:31:21,2510,2931
2023-10-07 22:31:24,2520,2965
2023-10-07 22:31:26,2530,2953
2023-10-07 22:31:29,2540,2965
2023-10-07 22:31:31,2550,2953
2023-10-07 22:31:34,2560,2961
2023-10-07 22:31:37,2570,2953
2023-10-07 22:31:39,2580,2953
2023-10-07 22:31:42,2590,2953
2023-10-07 22:31:44,2600,2953
2023-10-07 22:31:47,2610,2943
2023-10-07 22:31:49,2620,2965
2023-10-07 22:31:52,2630,2943
2023-10-07 22:31:55,2640,2965
2023-10-07 22:31:57,2650,2965
2023-10-07 22:32:00,2660,2953
2023-10-07 22:32:02,2670,2965
2023-10-07 22:32:05,2680,2943
2023-10-07 22:32:08,2690,2943
2023-10-07 22:32:10,2700,2943
2023-10-07 22:32:13,2710,2943
2023-10-07 22:32:15,2720,2943
2023-10-07 22:32:18,2730,2943
2023-10-07 22:32:21,2740,2943
2023-10-07 22:32:23,2750,2943
2023-10-07 22:32:26,2760,2943
2023-10-07 22:32:28,2770,2943
2023-10-07 22:32:31,2780,2943
2023-10-07 22:32:33,2790,2943
2023-10-07 22:32:36,2800,2965
2023-10-07 22:32:39,2810,2943
2023-10-07 22:32:41,2820,2965
2023-10-07 22:32:44,2830,2965
2023-10-07 22:32:46,2840,2943
2023-10-07 22:32:49,2850,2961
2023-10-07 22:32:52,2860,2961
2023-10-07 22:32:54,2870,2961
2023-10-07 22:32:57,2880,2965
2023-10-07 22:33:00,2890,2965
2023-10-07 22:33:02,2900,2965
2023-10-07 22:33:05,2910,2965
2023-10-07 22:33:08,2920,2965
2023-10-07 22:33:11,2930,2965
2023-10-07 22:33:13,2940,2681
2023-10-07 22:33:16,2950,2965
2023-10-07 22:33:19,2960,2965
2023-10-07 22:33:22,2970,2965
2023-10-07 22:33:24,2980,2953
2023-10-07 22:33:27,2990,2965
2023-10-07 22:33:30,3000,2965
2023-10-07 22:33:32,3010,2953
2023-10-07 22:33:35,3020,2975
2023-10-07 22:33:38,3030,2953
2023-10-07 22:33:40,3040,2953
2023-10-07 22:33:43,3050,2953
2023-10-07 22:33:45,3060,2965
2023-10-07 22:33:48,3070,2967
2023-10-07 22:33:51,3080,2965
2023-10-07 22:33:54,3090,2965
2023-10-07 22:33:57,3100,2965
2023-10-07 22:33:59,3110,2965
2023-10-07 22:34:02,3120,2965
2023-10-07 22:34:04,3130,2965
2023-10-07 22:34:07,3140,2965
2023-10-07 22:34:10,3150,2979
2023-10-07 22:34:13,3160,2979
2023-10-07 22:34:15,3170,2965
2023-10-07 22:34:18,3180,2965
2023-10-07 22:34:21,3190,2965
2023-10-07 22:34:23,3200,2979
2023-10-07 22:34:26,3210,2979
2023-10-07 22:34:28,3220,2965
2023-10-07 22:34:31,3230,2965
2023-10-07 22:34:34,3240,2979
2023-10-07 22:34:36,3250,2965
2023-10-07 22:34:39,3260,2965
2023-10-07 22:34:42,3270,2965
2023-10-07 22:34:44,3280,2965
2023-10-07 22:34:47,3290,2965
2023-10-07 22:34:50,3300,2965
2023-10-07 22:34:52,3310,2965
2023-10-07 22:34:55,3320,2965
2023-10-07 22:34:58,3330,2965
2023-10-07 22:35:00,3340,2979
2023-10-07 22:35:03,3350,2979
2023-10-07 22:35:06,3360,2979
2023-10-07 22:35:08,3370,2979
2023-10-07 22:35:11,3380,2965
2023-10-07 22:35:14,3390,2965
2023-10-07 22:35:16,3400,2965
2023-10-07 22:35:19,3410,2965
2023-10-07 22:35:21,3420,2965
2023-10-07 22:35:24,3430,2965
2023-10-07 22:35:27,3440,2965
2023-10-07 22:35:29,3450,2965
2023-10-07 22:35:32,3460,2965
2023-10-07 22:35:34,3470,2965
2023-10-07 22:35:37,3480,2965
2023-10-07 22:35:40,3490,2965
2023-10-07 22:35:42,3500,2965
2023-10-07 22:35:45,3510,2965
2023-10-07 22:35:47,3520,2979
2023-10-07 22:35:50,3530,2979
2023-10-07 22:35:52,3540,2979
2023-10-07 22:35:55,3550,2983
2023-10-07 22:35:58,3560,2983
2023-10-07 22:36:00,3570,2979
2023-10-07 22:36:03,3580,2979
2023-10-07 22:36:05,3590,2965
2023-10-07 22:36:08,3600,2965
2023-10-07 22:36:11,3610,2965
2023-10-07 22:36:13,3620,2965
2023-10-07 22:36:16,3630,2965
2023-10-07 22:36:18,3640,2965
2023-10-07 22:36:21,3650,2965
2023-10-07 22:36:24,3660,2965
2023-10-07 22:36:26,3670,2979
2023-10-07 22:36:29,3680,2979
2023-10-07 22:36:31,3690,2979
2023-10-07 22:36:34,3700,2979
2023-10-07 22:36:37,3710,2979
2023-10-07 22:36:39,3720,2979
2023-10-07 22:36:42,3730,2979
2023-10-07 22:36:44,3740,2979
2023-10-07 22:36:47,3750,2979
2023-10-07 22:36:50,3760,2979
2023-10-07 22:36:52,3770,2979
2023-10-07 22:36:55,3780,2983
2023-10-07 22:36:57,3790,2983
2023-10-07 22:37:00,3800,2911
2023-10-07 22:37:02,3810,2929
2023-10-07 22:37:05,3820,2983
2023-10-07 22:37:08,3830,2983
2023-10-07 22:37:10,3840,2983
2023-10-07 22:37:13,3850,2911
2023-10-07 22:37:15,3860,2929
2023-10-07 22:37:18,3870,2983
2023-10-07 22:37:21,3880,2983
2023-10-07 22:37:23,3890,2983
2023-10-07 22:37:26,3900,2983
2023-10-07 22:37:28,3910,2983
2023-10-07 22:37:31,3920,2983
2023-10-07 22:37:33,3930,2983
2023-10-07 22:37:36,3940,2983
2023-10-07 22:37:39,3950,2953
2023-10-07 22:37:41,3960,2953
2023-10-07 22:37:44,3970,2953
2023-10-07 22:37:46,3980,2947
2023-10-07 22:37:49,3990,2947
2023-10-07 22:37:52,4000,2947
2023-10-07 22:37:54,4010,2947
2023-10-07 22:37:57,4020,2947
2023-10-07 22:37:59,4030,2557
2023-10-07 22:38:02,4040,2919
2023-10-07 22:38:05,4050,2947
2023-10-07 22:38:07,4060,2947
2023-10-07 22:38:10,4070,2947
2023-10-07 22:38:12,4080,2947
2023-10-07 22:38:15,4090,2947
2023-10-07 22:38:18,4100,2947
2023-10-07 22:38:20,4110,2947
2023-10-07 22:38:23,4120,2947
2023-10-07 22:38:25,4130,2947
2023-10-07 22:38:28,4140,2947
2023-10-07 22:38:31,4150,2947
2023-10-07 22:38:33,4160,2947
2023-10-07 22:38:36,4170,2947
2023-10-07 22:38:38,4180,2947
2023-10-07 22:38:41,4190,2947
2023-10-07 22:38:43,4200,2947
2023-10-07 22:38:46,4210,2947
2023-10-07 22:38:49,4220,2947
2023-10-07 22:38:51,4230,2953
2023-10-07 22:38:54,4240,2953
2023-10-07 22:38:56,4250,2911
2023-10-07 22:38:59,4260,2943
2023-10-07 22:39:02,4270,2911
2023-10-07 22:39:04,4280,2911
2023-10-07 22:39:07,4290,2965
2023-10-07 22:39:10,4300,2961
2023-10-07 22:39:13,4310,2965
2023-10-07 22:39:16,4320,2965
2023-10-07 22:39:18,4330,2979
2023-10-07 22:39:21,4340,2911
2023-10-07 22:39:23,4350,2947
2023-10-07 22:39:26,4360,2947
2023-10-07 22:39:29,4370,2947
2023-10-07 22:39:31,4380,2947
2023-10-07 22:39:34,4390,2947
2023-10-07 22:39:36,4400,2947
2023-10-07 22:39:39,4410,2947
2023-10-07 22:39:41,4420,2947
2023-10-07 22:39:44,4430,2947
2023-10-07 22:39:47,4440,2947
2023-10-07 22:39:49,4450,2947
2023-10-07 22:39:52,4460,2947
2023-10-07 22:39:54,4470,2979
2023-10-07 22:39:57,4480,2965
2023-10-07 22:40:00,4490,2965
2023-10-07 22:40:02,4500,2965
2023-10-07 22:40:05,4510,2965
2023-10-07 22:40:07,4520,2965
2023-10-07 22:40:10,4530,2965
2023-10-07 22:40:12,4540,2987
2023-10-07 22:40:15,4550,2987
2023-10-07 22:40:18,4560,2911
2023-10-07 22:40:21,4570,2947
2023-10-07 22:40:23,4580,2947
2023-10-07 22:40:26,4590,2947
2023-10-07 22:40:29,4600,2947
2023-10-07 22:40:32,4610,2947
2023-10-07 22:40:34,4620,2947
2023-10-07 22:40:37,4630,2919
2023-10-07 22:40:40,4640,2919
2023-10-07 22:40:42,4650,2919
2023-10-07 22:40:45,4660,2965
2023-10-07 22:40:47,4670,2979
2023-10-07 22:40:50,4680,2981
2023-10-07 22:40:53,4690,2965
2023-10-07 22:40:55,4700,2965
2023-10-07 22:40:58,4710,2965
2023-10-07 22:41:01,4720,2973
2023-10-07 22:41:03,4730,2965
2023-10-07 22:41:06,4740,2947
2023-10-07 22:41:08,4750,2919
2023-10-07 22:41:11,4760,2983
2023-10-07 22:41:14,4770,2979
2023-10-07 22:41:16,4780,2965
2023-10-07 22:41:19,4790,2965
2023-10-07 22:41:22,4800,2965
2023-10-07 22:41:24,4810,2965
2023-10-07 22:41:27,4820,2987
2023-10-07 22:41:30,4830,2973
2023-10-07 22:41:32,4840,2965
2023-10-07 22:41:35,4850,2965
2023-10-07 22:41:38,4860,2965
2023-10-07 22:41:41,4870,2965
2023-10-07 22:41:43,4880,2965
2023-10-07 22:41:46,4890,2943
2023-10-07 22:41:48,4900,2961
2023-10-07 22:41:51,4910,2961
2023-10-07 22:41:54,4920,2961
2023-10-07 22:41:56,4930,2965
2023-10-07 22:41:59,4940,2965
2023-10-07 22:42:01,4950,2965
2023-10-07 22:42:04,4960,2965
2023-10-07 22:42:07,4970,2965
2023-10-07 22:42:10,4980,2961
2023-10-07 22:42:12,4990,2965
2023-10-07 22:42:15,5000,2987
