Datetime,Episode,Reward,Loss,Value_Loss
2023-10-07 16:34:20,1,-13.895,56.37712001800537,100.63838195800781
2023-10-07 16:34:20,2,-11.027500000000002,46.07720625400543,81.06308078765869
2023-10-07 16:34:21,3,-11.427499999999998,45.735230922698975,80.53843688964844
2023-10-07 16:34:22,4,-12.350000000000001,52.249712109565735,93.09850549697876
2023-10-07 16:34:23,5,-10.447500000000002,33.140225410461426,57.36570596694946
2023-10-07 16:34:24,6,-11.422500000000001,52.82458674907684,95.52628076076508
2023-10-07 16:34:25,7,-8.0725,14.252736032009125,26.63217341899872
2023-10-07 16:34:26,8,-7.82,19.855832815170288,35.094576358795166
2023-10-07 16:34:27,9,-14.570000000000002,60.75570297241211,109.19033813476562
2023-10-07 16:34:28,10,-7.697500000000002,17.481624484062195,32.01773142814636
2023-10-07 16:34:28,11,-6.107500000000002,16.650923132896423,31.178298473358154
2023-10-07 16:34:29,12,-7.362500000000001,21.44705891609192,40.13609504699707
2023-10-07 16:34:30,13,-7.625000000000001,14.98224288225174,27.47885513305664
2023-10-07 16:34:31,14,-9.310000000000002,21.64865732192993,38.80397272109985
2023-10-07 16:34:31,15,-2.3975,3.4187024235725403,10.539532899856567
2023-10-07 16:34:32,16,-3.285,9.895330607891083,22.77157187461853
2023-10-07 16:34:33,17,-2.73,3.722390592098236,11.15552830696106
2023-10-07 16:34:34,18,-1.6575000000000004,3.4347622394561768,11.751165866851807
2023-10-07 16:34:34,19,-3.2150000000000003,5.743500649929047,14.528447151184082
2023-10-07 16:34:35,20,-8.49,20.99917733669281,38.72161245346069
2023-10-07 16:34:36,21,-1.9625000000000008,4.122231423854828,12.896360158920288
2023-10-07 16:34:37,22,-0.6725000000000002,5.204704463481903,17.09331512451172
2023-10-07 16:34:37,23,-2.4749999999999996,11.734212160110474,27.470439434051514
2023-10-07 16:34:38,24,-0.6875000000000002,3.9308985471725464,13.173022747039795
2023-10-07 16:34:39,25,-0.5375000000000005,4.9549378752708435,16.656648874282837
